pedido_id,data_pedido,cliente_id,cidade,estado,categoria,produto,quantidade,preco_unitario,valor_total,desconto,valor_final,forma_pagamento,status
PED03554,2024-12-21,CLI7737,Curitiba,PR,Casa e Jardim,Jogo de Panelas,2,282.97,565.94,0.0,565.94,cartão débito,entregue
PED03555,2024-08-08,CLI8857,Florianópolis,SC,Beleza,Secador Profissional,3,273.99,821.97,33.72,788.25,boleto,entregue
PED03556,2024-01-20,CLI4735,Fortaleza,CE,Roupas,Calça Jeans,2,163.49,326.98,0.0,326.98,cartão crédito,entregue
PED03557,2024-01-20,CLI5262,Rio de Janeiro,RJ,Beleza,Kit Skincare,2,149.01,298.02,0.0,298.02,cartão débito,cancelado
PED03558,2024-02-10,CLI8199,Salvador,BA,Esporte,Bicicleta MTB,5,975.85,4879.25,197.14,4682.11,cartão crédito,cancelado
PED03559,2024-02-07,CLI9831,Fortaleza,CE,Roupas,Vestido Floral,3,225.15,675.45,90.34,585.11,pix,entregue
PED03560,2024-02-08,CLI9460,Rio de Janeiro,RJ,Roupas,Calça Jeans,4,235.96,943.84,124.23,819.61,pix,entregue
PED03561,2024-12-29,CLI5417,Goiânia,GO,Livros,Sapiens,1,79.13,79.13,0.0,79.13,pix,entregue
PED03562,2024-09-16,CLI4792,Porto Alegre,RS,Esporte,Bicicleta MTB,4,1651.32,6605.28,0.0,6605.28,pix,entregue
PED03563,2024-11-19,CLI6157,Goiânia,GO,Roupas,Calça Jeans,1,113.73,113.73,11.54,102.19,cartão débito,entregue
PED03564,2024-04-28,CLI2412,São Paulo,SP,Informática,Teclado Mecanico,4,515.17,2060.68,0.0,2060.68,cartão crédito,cancelado
PED03565,2024-09-24,CLI8726,Fortaleza,CE,Livros,Sapiens,2,47.61,95.22,13.66,81.56,cartão débito,em transporte
PED03566,2024-04-16,CLI9689,Fortaleza,CE,Calçados,Bota Couro,1,395.49,395.49,45.44,350.05,cartão crédito,cancelado
PED03567,2024-12-13,CLI8388,Goiânia,GO,Beleza,Secador Profissional,1,432.69,432.69,0.0,432.69,cartão crédito,processando
PED03568,2024-07-27,CLI6909,Goiânia,GO,Informática,Mouse Gamer,3,126.76,380.28,32.72,347.56,cartão crédito,cancelado
PED03569,2024-01-10,CLI5507,Curitiba,PR,Roupas,Camiseta Polo,2,97.07,194.14,7.56,186.58,pix,em transporte
PED03570,2024-08-25,CLI1255,São Paulo,SP,Esporte,Tenis Running,3,375.53,1126.59,80.08,1046.51,boleto,entregue
PED03571,2024-12-29,CLI5995,Rio de Janeiro,RJ,Calçados,Sandalia Havaianas,5,49.84,249.2,12.54,236.66,cartão crédito,cancelado
PED03572,2024-10-21,CLI5811,Salvador,BA,Beleza,Kit Skincare,3,153.57,460.71,0.0,460.71,cartão crédito,processando
PED03573,2024-08-10,CLI8776,Belo Horizonte,MG,Roupas,Vestido Floral,4,250.09,1000.36,53.08,947.28,cartão débito,entregue
PED03574,2024-02-04,CLI8320,Goiânia,GO,Alimentos,Cafe Premium 500g,1,34.49,34.49,3.84,30.65,cartão crédito,entregue
PED03575,2024-06-12,CLI4016,Belém,PA,Esporte,Kit Musculacao,5,464.91,2324.55,0.0,2324.55,cartão crédito,entregue
PED03576,2024-09-20,CLI8969,Belém,PA,Roupas,Calça Jeans,2,173.64,347.28,22.01,325.27,boleto,entregue
PED03577,2024-02-22,CLI5650,Belo Horizonte,MG,Eletrônicos,Smartphone Samsung,1,2223.4,2223.4,0.0,2223.4,boleto,em transporte
PED03578,2024-05-18,CLI5943,Belém,PA,Beleza,Kit Skincare,4,194.24,776.96,27.9,749.06,pix,entregue
PED03579,2024-05-05,CLI6744,Salvador,BA,Roupas,Vestido Floral,3,123.01,369.03,35.27,333.76,cartão crédito,processando
PED03580,2024-07-02,CLI9059,Fortaleza,CE,Alimentos,Cafe Premium 500g,2,49.34,98.68,11.98,86.7,pix,cancelado
PED03581,2024-06-15,CLI5487,Fortaleza,CE,Roupas,Vestido Floral,2,99.17,198.34,0.0,198.34,boleto,entregue
PED03582,2024-02-03,CLI8679,Manaus,AM,Brinquedos,LEGO City,1,302.5,302.5,0.0,302.5,cartão crédito,em transporte
PED03583,2024-10-22,CLI2900,Rio de Janeiro,RJ,Alimentos,Azeite Importado,3,43.65,130.95,0.04,130.91,pix,entregue
PED03584,2024-11-28,CLI2688,Rio de Janeiro,RJ,Roupas,Calça Jeans,4,123.83,495.32,0.0,495.32,pix,processando
PED03585,2024-06-04,CLI5947,Belo Horizonte,MG,Alimentos,Cafe Premium 500g,1,60.33,60.33,0.0,60.33,pix,entregue
PED03586,2024-09-11,CLI8911,Florianópolis,SC,Alimentos,Azeite Importado,3,88.5,265.5,0.0,265.5,cartão débito,cancelado
PED03587,2024-03-02,CLI3408,Goiânia,GO,Brinquedos,Boneca Barbie,1,86.78,86.78,0.0,86.78,cartão débito,entregue
PED03588,2024-10-11,CLI3677,São Paulo,SP,Calçados,Sandalia Havaianas,1,39.41,39.41,4.3,35.11,cartão crédito,entregue
PED03589,2024-07-26,CLI1319,Fortaleza,CE,Brinquedos,Carrinho Hot Wheels,5,27.11,135.55,0.0,135.55,cartão crédito,cancelado
PED03590,2024-10-19,CLI6914,Goiânia,GO,Livros,Python para Dados,2,123.95,247.9,0.0,247.9,pix,entregue
PED03591,2024-02-25,CLI1019,Florianópolis,SC,Livros,Python para Dados,4,140.64,562.56,11.27,551.29,cartão crédito,entregue
PED03592,2024-01-24,CLI8985,Curitiba,PR,Brinquedos,LEGO City,5,452.83,2264.15,0.0,2264.15,pix,processando
PED03593,2024-12-26,CLI4683,Fortaleza,CE,Eletrônicos,Smart TV 50pol,5,2852.54,14262.7,0.0,14262.7,cartão crédito,entregue
PED03594,2024-05-19,CLI5445,Manaus,AM,Brinquedos,Carrinho Hot Wheels,1,44.97,44.97,3.47,41.5,pix,entregue
PED03595,2024-03-31,CLI7714,Belém,PA,Livros,Python para Dados,3,123.27,369.81,51.8,318.01,cartão débito,entregue
PED03596,2024-08-14,CLI7997,Belo Horizonte,MG,Brinquedos,Boneca Barbie,3,177.45,532.35,0.0,532.35,pix,entregue
PED03597,2024-03-23,CLI2686,Manaus,AM,Beleza,Secador Profissional,3,176.94,530.82,0.0,530.82,pix,cancelado
PED03598,2024-01-21,CLI6035,Curitiba,PR,Esporte,Kit Musculacao,4,430.96,1723.84,0.0,1723.84,cartão débito,processando
PED03599,2024-04-25,CLI4550,São Paulo,SP,Calçados,Tenis Nike,1,315.07,315.07,18.77,296.3,cartão crédito,processando
PED03600,2024-08-14,CLI4957,Curitiba,PR,Livros,Sapiens,3,57.27,171.81,9.57,162.24,cartão crédito,cancelado
PED03601,2024-07-14,CLI6488,Curitiba,PR,Eletrônicos,Fone Bluetooth,3,343.89,1031.67,0.0,1031.67,cartão crédito,entregue
PED03602,2024-07-23,CLI8841,Florianópolis,SC,Alimentos,Whey Protein 2kg,2,223.57,447.14,0.0,447.14,cartão débito,entregue
PED03603,2024-01-13,CLI6868,São Paulo,SP,Calçados,Sandalia Havaianas,5,42.01,210.05,18.11,191.94,cartão crédito,entregue
PED03604,2024-04-28,CLI5224,Curitiba,PR,Livros,Sapiens,2,49.71,99.42,0.0,99.42,cartão crédito,entregue
PED03605,2024-08-26,CLI4589,Belo Horizonte,MG,Alimentos,Whey Protein 2kg,4,145.49,581.96,45.36,536.6,pix,em transporte
PED03606,2024-01-19,CLI4758,Curitiba,PR,Calçados,Tenis Nike,3,512.82,1538.46,0.0,1538.46,boleto,entregue
PED03607,2024-12-01,CLI5112,Curitiba,PR,Eletrônicos,Smartphone Samsung,5,2793.73,13968.65,0.0,13968.65,cartão crédito,entregue
PED03608,2024-04-10,CLI3028,Goiânia,GO,Brinquedos,LEGO City,3,259.25,777.75,0.0,777.75,boleto,em transporte
PED03609,2024-11-20,CLI3095,Rio de Janeiro,RJ,Alimentos,Azeite Importado,2,66.67,133.34,0.0,133.34,cartão débito,em transporte
PED03610,2024-02-21,CLI9581,Belém,PA,Brinquedos,Carrinho Hot Wheels,1,34.43,34.43,0.0,34.43,boleto,em transporte
PED03611,2024-12-03,CLI9853,Fortaleza,CE,Beleza,Secador Profissional,1,293.26,293.26,0.0,293.26,cartão crédito,em transporte
PED03612,2024-06-03,CLI3360,Florianópolis,SC,Livros,Python para Dados,3,147.53,442.59,0.0,442.59,cartão crédito,entregue
PED03613,2024-12-08,CLI8128,Belo Horizonte,MG,Brinquedos,Carrinho Hot Wheels,5,52.7,263.5,0.0,263.5,cartão débito,entregue
PED03614,2024-11-27,CLI8023,Belém,PA,Beleza,Perfume Importado,2,264.72,529.44,0.0,529.44,pix,cancelado
PED03615,2024-10-11,CLI1622,Curitiba,PR,Beleza,Secador Profissional,2,228.92,457.84,36.14,421.7,cartão crédito,cancelado
PED03616,2024-04-21,CLI4460,Goiânia,GO,Brinquedos,Carrinho Hot Wheels,5,41.41,207.05,20.87,186.18,cartão crédito,em transporte
PED03617,2024-07-10,CLI7891,Belém,PA,Beleza,Perfume Importado,2,157.95,315.9,0.0,315.9,cartão débito,processando
PED03618,2024-08-11,CLI9585,Fortaleza,CE,Beleza,Perfume Importado,1,149.39,149.39,0.0,149.39,pix,em transporte
PED03619,2024-08-01,CLI2533,Recife,PE,Eletrônicos,Fone Bluetooth,4,205.79,823.16,0.0,823.16,cartão débito,processando
PED03620,2024-10-25,CLI2458,Salvador,BA,Informática,SSD 1TB,5,471.42,2357.1,0.0,2357.1,boleto,entregue
PED03621,2024-08-28,CLI3767,Fortaleza,CE,Casa e Jardim,Vaso Decorativo,3,54.82,164.46,0.0,164.46,cartão crédito,entregue
PED03622,2024-12-12,CLI5832,Recife,PE,Beleza,Kit Skincare,5,171.12,855.6,0.0,855.6,cartão crédito,cancelado
PED03623,2024-05-27,CLI4294,São Paulo,SP,Livros,O Senhor dos Aneis,5,96.22,481.1,66.17,414.93,pix,cancelado
PED03624,2024-12-05,CLI7029,Goiânia,GO,Beleza,Kit Skincare,3,129.77,389.31,0.0,389.31,cartão crédito,entregue
PED03625,2024-03-17,CLI2491,Florianópolis,SC,Brinquedos,LEGO City,5,347.18,1735.9,0.0,1735.9,cartão crédito,em transporte
PED03626,2024-07-11,CLI3748,Curitiba,PR,Calçados,Bota Couro,4,482.0,1928.0,0.0,1928.0,cartão débito,em transporte
PED03627,2024-04-14,CLI9273,Porto Alegre,RS,Livros,Sapiens,4,50.24,200.96,5.6,195.36,pix,entregue
PED03628,2024-07-19,CLI2573,São Paulo,SP,Informática,Mouse Gamer,5,345.33,1726.65,0.0,1726.65,pix,entregue
PED03629,2024-07-21,CLI1375,Florianópolis,SC,Eletrônicos,Smart TV 50pol,1,2223.31,2223.31,0.0,2223.31,boleto,entregue
PED03630,2024-08-17,CLI4239,Manaus,AM,Casa e Jardim,Vaso Decorativo,2,73.07,146.14,0.0,146.14,boleto,entregue
PED03631,2024-08-08,CLI1380,São Paulo,SP,Alimentos,Whey Protein 2kg,5,178.09,890.45,12.2,878.25,pix,entregue
PED03632,2024-12-04,CLI2760,Salvador,BA,Brinquedos,LEGO City,4,287.79,1151.16,122.13,1029.03,cartão crédito,entregue
PED03633,2024-10-21,CLI5176,Porto Alegre,RS,Beleza,Kit Skincare,2,165.89,331.78,0.0,331.78,pix,processando
PED03634,2024-12-30,CLI3142,Salvador,BA,Casa e Jardim,Vaso Decorativo,2,83.16,166.32,22.01,144.31,pix,cancelado
PED03635,2024-02-14,CLI4135,Manaus,AM,Eletrônicos,Smart TV 50pol,3,2344.59,7033.77,0.0,7033.77,pix,cancelado
PED03636,2024-10-03,CLI4873,Manaus,AM,Esporte,Tenis Running,4,477.02,1908.08,0.0,1908.08,pix,entregue
PED03637,2024-11-12,CLI9247,Curitiba,PR,Casa e Jardim,Aspirador Robo,3,626.04,1878.12,143.14,1734.98,cartão crédito,entregue
PED03638,2024-09-18,CLI7388,Belém,PA,Calçados,Bota Couro,3,217.33,651.99,0.0,651.99,cartão débito,entregue
PED03639,2024-04-28,CLI5114,Salvador,BA,Informática,SSD 1TB,2,406.09,812.18,0.0,812.18,pix,entregue
PED03640,2024-02-22,CLI6827,Goiânia,GO,Informática,Teclado Mecanico,2,598.7,1197.4,0.0,1197.4,pix,entregue
PED03641,2024-01-24,CLI6408,Curitiba,PR,Casa e Jardim,Vaso Decorativo,4,45.08,180.32,0.0,180.32,cartão débito,entregue
PED03642,2024-01-31,CLI8814,Curitiba,PR,Informática,Teclado Mecanico,4,370.87,1483.48,130.71,1352.77,pix,entregue
PED03643,2024-02-11,CLI2328,Fortaleza,CE,Brinquedos,Boneca Barbie,4,131.64,526.56,9.68,516.88,cartão crédito,entregue
PED03644,2024-10-21,CLI7636,Goiânia,GO,Roupas,Calça Jeans,1,247.45,247.45,0.0,247.45,boleto,entregue
PED03645,2024-11-22,CLI1727,Belém,PA,Beleza,Secador Profissional,4,363.05,1452.2,152.9,1299.3,cartão crédito,processando
PED03646,2024-04-20,CLI3146,Salvador,BA,Esporte,Bicicleta MTB,3,1685.93,5057.79,0.0,5057.79,pix,entregue
PED03647,2024-06-10,CLI1005,Florianópolis,SC,Livros,O Senhor dos Aneis,1,108.9,108.9,0.0,108.9,cartão crédito,entregue
PED03648,2024-02-24,CLI2123,São Paulo,SP,Informática,Teclado Mecanico,4,277.21,1108.84,0.0,1108.84,cartão crédito,processando
PED03649,2024-07-10,CLI1897,Manaus,AM,Esporte,Kit Musculacao,4,237.87,951.48,0.0,951.48,pix,em transporte
PED03650,2024-07-24,CLI7122,Goiânia,GO,Roupas,Vestido Floral,3,205.44,616.32,10.72,605.6,cartão crédito,entregue
PED03651,2024-04-23,CLI7746,Belém,PA,Beleza,Perfume Importado,5,141.82,709.1,86.22,622.88,pix,entregue
PED03652,2024-09-04,CLI9786,São Paulo,SP,Roupas,Vestido Floral,4,241.04,964.16,0.0,964.16,cartão crédito,em transporte
PED03653,2024-03-24,CLI6990,Manaus,AM,Esporte,Tenis Running,2,538.98,1077.96,0.0,1077.96,cartão crédito,entregue
PED03654,2024-03-12,CLI4190,Rio de Janeiro,RJ,Roupas,Vestido Floral,4,105.91,423.64,13.98,409.66,cartão débito,cancelado
PED03655,2024-05-15,CLI1854,São Paulo,SP,Beleza,Perfume Importado,2,129.68,259.36,33.44,225.92,cartão crédito,entregue
PED03656,2024-07-16,CLI8355,Belo Horizonte,MG,Roupas,Calça Jeans,4,141.75,567.0,0.0,567.0,cartão débito,cancelado
PED03657,2024-04-02,CLI3151,Fortaleza,CE,Eletrônicos,Fone Bluetooth,4,176.55,706.2,94.94,611.26,boleto,entregue
PED03658,2024-08-07,CLI9034,Salvador,BA,Casa e Jardim,Jogo de Panelas,4,297.98,1191.92,168.63,1023.29,boleto,entregue
PED03659,2024-11-25,CLI9880,Rio de Janeiro,RJ,Calçados,Tenis Nike,1,444.03,444.03,0.0,444.03,cartão crédito,entregue
PED03660,2024-04-23,CLI1971,Curitiba,PR,Calçados,Bota Couro,2,462.44,924.88,84.45,840.43,cartão crédito,entregue
PED03661,2024-03-10,CLI8031,São Paulo,SP,Beleza,Secador Profissional,5,380.7,1903.5,0.0,1903.5,cartão crédito,entregue
PED03662,2024-12-18,CLI2727,Manaus,AM,Roupas,Calça Jeans,3,182.01,546.03,0.0,546.03,cartão crédito,cancelado
PED03663,2024-10-07,CLI5721,São Paulo,SP,Livros,Sapiens,1,68.54,68.54,0.0,68.54,cartão débito,entregue
PED03664,2024-08-04,CLI9501,São Paulo,SP,Beleza,Perfume Importado,1,134.97,134.97,17.06,117.91,cartão crédito,entregue
PED03665,2024-07-27,CLI9865,São Paulo,SP,Esporte,Bicicleta MTB,5,2106.75,10533.75,0.0,10533.75,boleto,entregue
PED03666,2024-04-30,CLI7960,Porto Alegre,RS,Informática,Teclado Mecanico,1,302.66,302.66,25.05,277.61,pix,entregue
PED03667,2024-07-25,CLI6446,São Paulo,SP,Esporte,Kit Musculacao,5,550.11,2750.55,0.0,2750.55,pix,entregue
PED03668,2024-10-31,CLI4611,Manaus,AM,Livros,O Senhor dos Aneis,4,75.74,302.96,0.0,302.96,boleto,cancelado
PED03669,2024-03-13,CLI5492,Belém,PA,Alimentos,Whey Protein 2kg,5,224.62,1123.1,0.0,1123.1,cartão crédito,entregue
PED03670,2024-07-02,CLI8259,Recife,PE,Calçados,Bota Couro,5,397.38,1986.9,0.0,1986.9,pix,entregue
PED03671,2024-07-18,CLI2402,Belém,PA,Beleza,Perfume Importado,5,186.16,930.8,0.0,930.8,pix,processando
PED03672,2024-09-10,CLI9592,Belo Horizonte,MG,Beleza,Perfume Importado,1,142.02,142.02,20.6,121.42,boleto,entregue
PED03673,2024-09-22,CLI1234,Salvador,BA,Roupas,Calça Jeans,3,194.29,582.87,0.0,582.87,cartão crédito,processando
PED03674,2024-07-18,CLI3246,Fortaleza,CE,Livros,O Senhor dos Aneis,5,108.4,542.0,6.89,535.11,boleto,cancelado
PED03675,2024-09-24,CLI5424,Belo Horizonte,MG,Livros,Python para Dados,1,141.44,141.44,0.0,141.44,pix,cancelado
PED03676,2024-07-21,CLI7200,Salvador,BA,Informática,SSD 1TB,4,493.25,1973.0,0.0,1973.0,cartão crédito,processando
PED03677,2024-03-21,CLI6962,Rio de Janeiro,RJ,Brinquedos,Carrinho Hot Wheels,4,53.75,215.0,0.0,215.0,pix,entregue
PED03678,2024-04-13,CLI3480,Salvador,BA,Casa e Jardim,Jogo de Panelas,2,230.57,461.14,0.0,461.14,cartão débito,processando
PED03679,2024-11-13,CLI7397,Porto Alegre,RS,Livros,O Senhor dos Aneis,1,91.26,91.26,7.15,84.11,cartão crédito,entregue
PED03680,2024-03-17,CLI6897,São Paulo,SP,Calçados,Tenis Nike,3,584.53,1753.59,0.0,1753.59,boleto,entregue
PED03681,2024-05-19,CLI7778,Salvador,BA,Beleza,Perfume Importado,1,163.34,163.34,0.0,163.34,cartão crédito,entregue
PED03682,2024-03-17,CLI3024,Belo Horizonte,MG,Informática,SSD 1TB,2,415.26,830.52,0.0,830.52,cartão crédito,cancelado
PED03683,2024-04-25,CLI2785,Florianópolis,SC,Roupas,Camiseta Polo,5,84.38,421.9,0.0,421.9,cartão débito,em transporte
PED03684,2024-09-05,CLI4644,Manaus,AM,Roupas,Calça Jeans,1,217.27,217.27,0.0,217.27,cartão débito,em transporte
PED03685,2024-10-05,CLI5976,Belo Horizonte,MG,Casa e Jardim,Vaso Decorativo,4,110.08,440.32,0.0,440.32,cartão crédito,processando
PED03686,2024-04-26,CLI4555,Rio de Janeiro,RJ,Calçados,Tenis Nike,1,399.48,399.48,0.0,399.48,pix,cancelado
PED03687,2024-01-08,CLI7272,São Paulo,SP,Informática,SSD 1TB,5,332.32,1661.6,0.0,1661.6,cartão crédito,processando
PED03688,2024-11-11,CLI4556,Fortaleza,CE,Esporte,Bicicleta MTB,4,1384.47,5537.88,0.0,5537.88,boleto,entregue
PED03689,2024-06-26,CLI7832,Belo Horizonte,MG,Beleza,Secador Profissional,4,285.5,1142.0,0.0,1142.0,cartão crédito,processando
PED03690,2024-09-09,CLI3442,Goiânia,GO,Esporte,Tenis Running,5,680.14,3400.7,0.0,3400.7,cartão débito,entregue
PED03691,2024-06-16,CLI2107,Rio de Janeiro,RJ,Esporte,Tenis Running,2,351.3,702.6,0.0,702.6,pix,cancelado
PED03692,2024-05-07,CLI6511,Porto Alegre,RS,Alimentos,Cafe Premium 500g,5,31.01,155.05,0.0,155.05,cartão débito,entregue
PED03693,2024-05-14,CLI7499,Recife,PE,Alimentos,Azeite Importado,5,49.33,246.65,5.88,240.77,pix,entregue
PED03694,2024-09-10,CLI6258,Porto Alegre,RS,Livros,Python para Dados,1,122.58,122.58,0.0,122.58,boleto,em transporte
PED03695,2024-11-16,CLI6134,Recife,PE,Alimentos,Whey Protein 2kg,1,235.67,235.67,0.0,235.67,cartão crédito,entregue
PED03696,2024-12-29,CLI7490,Belo Horizonte,MG,Casa e Jardim,Vaso Decorativo,4,84.44,337.76,5.2,332.56,cartão crédito,entregue
PED03697,2024-05-14,CLI1062,Curitiba,PR,Eletrônicos,Fone Bluetooth,3,327.97,983.91,37.92,945.99,boleto,processando
PED03698,2024-10-29,CLI7257,Belém,PA,Roupas,Camiseta Polo,4,67.35,269.4,14.36,255.04,cartão débito,entregue
PED03699,2024-10-31,CLI8845,Belém,PA,Brinquedos,Boneca Barbie,3,191.79,575.37,0.0,575.37,cartão crédito,processando
PED03700,2024-10-24,CLI3697,Recife,PE,Roupas,Vestido Floral,3,133.09,399.27,53.13,346.14,pix,entregue
PED03701,2024-11-20,CLI4707,Porto Alegre,RS,Informática,Teclado Mecanico,1,236.89,236.89,26.52,210.37,cartão débito,entregue
PED03702,2024-10-09,CLI7772,Florianópolis,SC,Informática,SSD 1TB,4,445.72,1782.88,187.47,1595.41,boleto,entregue
PED03703,2024-01-28,CLI3143,Florianópolis,SC,Alimentos,Azeite Importado,5,44.62,223.1,17.13,205.97,cartão crédito,entregue
PED03704,2024-08-21,CLI4597,Fortaleza,CE,Informática,SSD 1TB,2,499.66,999.32,0.0,999.32,pix,entregue
PED03705,2024-03-01,CLI3742,Belo Horizonte,MG,Brinquedos,Boneca Barbie,5,184.1,920.5,29.09,891.41,cartão crédito,entregue
PED03706,2024-05-28,CLI4387,Recife,PE,Informática,Teclado Mecanico,3,422.7,1268.1,83.5,1184.6,boleto,entregue
PED03707,2024-08-25,CLI8533,Porto Alegre,RS,Esporte,Tenis Running,5,387.34,1936.7,0.0,1936.7,pix,em transporte
PED03708,2024-07-16,CLI6787,Fortaleza,CE,Brinquedos,Boneca Barbie,1,135.09,135.09,0.0,135.09,pix,entregue
PED03709,2024-10-08,CLI2968,Belo Horizonte,MG,Eletrônicos,Smart TV 50pol,4,2328.68,9314.72,226.42,9088.3,cartão crédito,processando
PED03710,2024-09-14,CLI9801,Fortaleza,CE,Alimentos,Cafe Premium 500g,1,53.24,53.24,6.86,46.38,cartão crédito,entregue
PED03711,2024-04-20,CLI4374,Belém,PA,Alimentos,Whey Protein 2kg,4,141.39,565.56,0.0,565.56,cartão crédito,processando
PED03712,2024-03-26,CLI1601,Goiânia,GO,Eletrônicos,Fone Bluetooth,3,310.96,932.88,60.3,872.58,pix,entregue
PED03713,2024-04-13,CLI5335,Porto Alegre,RS,Livros,O Senhor dos Aneis,3,92.58,277.74,3.94,273.8,cartão crédito,entregue
PED03714,2024-09-23,CLI6067,Goiânia,GO,Alimentos,Azeite Importado,3,68.91,206.73,2.84,203.89,pix,entregue
PED03715,2024-07-18,CLI4850,Florianópolis,SC,Roupas,Camiseta Polo,3,76.32,228.96,0.0,228.96,pix,cancelado
PED03716,2024-07-11,CLI9667,Porto Alegre,RS,Roupas,Calça Jeans,1,132.18,132.18,18.6,113.58,cartão crédito,entregue
PED03717,2024-10-09,CLI7099,Goiânia,GO,Livros,Sapiens,3,68.97,206.91,22.91,184.0,pix,entregue
PED03718,2024-04-11,CLI4417,Rio de Janeiro,RJ,Calçados,Tenis Nike,5,336.36,1681.8,0.0,1681.8,pix,entregue
PED03719,2024-08-24,CLI9514,Fortaleza,CE,Livros,Python para Dados,5,119.72,598.6,0.0,598.6,pix,entregue
PED03720,2024-04-16,CLI2463,Porto Alegre,RS,Brinquedos,Boneca Barbie,5,105.15,525.75,33.53,492.22,pix,entregue
PED03721,2024-01-13,CLI9919,Manaus,AM,Informática,Mouse Gamer,5,199.59,997.95,149.08,848.87,cartão débito,entregue
PED03722,2024-09-07,CLI2883,Fortaleza,CE,Livros,Python para Dados,2,95.36,190.72,0.37,190.35,cartão débito,processando
PED03723,2024-02-24,CLI6045,Salvador,BA,Eletrônicos,Smartphone Samsung,1,1372.49,1372.49,0.0,1372.49,pix,entregue
PED03724,2024-05-08,CLI3560,Recife,PE,Esporte,Kit Musculacao,2,499.75,999.5,0.0,999.5,cartão crédito,entregue
PED03725,2024-07-20,CLI7299,Rio de Janeiro,RJ,Informática,SSD 1TB,1,334.81,334.81,26.34,308.47,cartão débito,processando
PED03726,2024-12-03,CLI2467,Belém,PA,Brinquedos,Carrinho Hot Wheels,5,25.65,128.25,18.87,109.38,cartão débito,entregue
PED03727,2024-08-24,CLI4787,Goiânia,GO,Casa e Jardim,Vaso Decorativo,1,70.51,70.51,6.05,64.46,pix,entregue
PED03728,2024-04-02,CLI8505,Curitiba,PR,Calçados,Tenis Nike,5,486.45,2432.25,0.0,2432.25,cartão crédito,entregue
PED03729,2024-07-17,CLI8189,Belém,PA,Esporte,Bicicleta MTB,2,897.13,1794.26,0.0,1794.26,cartão crédito,entregue
PED03730,2024-07-04,CLI8273,Goiânia,GO,Beleza,Secador Profissional,4,181.07,724.28,70.14,654.14,pix,entregue
PED03731,2024-06-20,CLI2570,Porto Alegre,RS,Calçados,Sandalia Havaianas,4,30.43,121.72,0.0,121.72,pix,em transporte
PED03732,2024-10-27,CLI9322,Fortaleza,CE,Brinquedos,LEGO City,2,419.05,838.1,0.58,837.52,cartão débito,entregue
PED03733,2024-02-02,CLI9581,São Paulo,SP,Alimentos,Azeite Importado,5,83.37,416.85,26.27,390.58,cartão débito,em transporte
PED03734,2024-09-02,CLI5806,Belém,PA,Informática,Teclado Mecanico,2,576.71,1153.42,0.0,1153.42,cartão crédito,em transporte
PED03735,2024-03-27,CLI4289,Fortaleza,CE,Casa e Jardim,Aspirador Robo,3,762.93,2288.79,0.0,2288.79,cartão crédito,entregue
PED03736,2024-07-20,CLI6485,Porto Alegre,RS,Livros,Python para Dados,4,150.8,603.2,31.73,571.47,pix,entregue
PED03737,2024-05-15,CLI2282,Recife,PE,Livros,Python para Dados,5,100.74,503.7,0.0,503.7,cartão débito,entregue
PED03738,2024-11-22,CLI5148,Belo Horizonte,MG,Casa e Jardim,Aspirador Robo,4,1144.27,4577.08,444.74,4132.34,cartão crédito,processando
PED03739,2024-05-19,CLI9588,Goiânia,GO,Beleza,Perfume Importado,4,233.89,935.56,0.78,934.78,pix,entregue
PED03740,2024-06-27,CLI1533,Porto Alegre,RS,Beleza,Perfume Importado,5,179.5,897.5,31.91,865.59,pix,cancelado
PED03741,2024-09-30,CLI7601,Salvador,BA,Eletrônicos,Fone Bluetooth,2,283.02,566.04,0.0,566.04,pix,entregue
PED03742,2024-07-13,CLI9599,Porto Alegre,RS,Calçados,Bota Couro,5,236.26,1181.3,0.0,1181.3,cartão crédito,em transporte
PED03743,2024-05-20,CLI6763,Rio de Janeiro,RJ,Esporte,Bicicleta MTB,4,1176.4,4705.6,0.0,4705.6,cartão crédito,em transporte
PED03744,2024-06-09,CLI1751,Rio de Janeiro,RJ,Livros,O Senhor dos Aneis,2,108.65,217.3,27.33,189.97,boleto,entregue
PED03745,2024-11-19,CLI8075,Belém,PA,Livros,Python para Dados,5,98.44,492.2,0.0,492.2,cartão crédito,entregue
PED03746,2024-12-20,CLI8075,Fortaleza,CE,Esporte,Kit Musculacao,4,312.45,1249.8,0.0,1249.8,boleto,entregue
PED03747,2024-10-19,CLI8774,Belém,PA,Casa e Jardim,Jogo de Panelas,2,375.86,751.72,0.0,751.72,cartão débito,entregue
PED03748,2024-05-25,CLI1874,Rio de Janeiro,RJ,Beleza,Secador Profissional,2,384.77,769.54,87.49,682.05,cartão crédito,entregue
PED03749,2024-09-30,CLI6372,Rio de Janeiro,RJ,Calçados,Bota Couro,4,330.86,1323.44,0.0,1323.44,cartão crédito,entregue
PED03750,2024-10-16,CLI8689,Goiânia,GO,Esporte,Tenis Running,3,536.76,1610.28,0.0,1610.28,cartão crédito,cancelado
PED03751,2024-04-20,CLI8326,Salvador,BA,Casa e Jardim,Jogo de Panelas,1,256.78,256.78,0.0,256.78,boleto,entregue
PED03752,2024-06-23,CLI6635,São Paulo,SP,Esporte,Tenis Running,4,511.24,2044.96,0.0,2044.96,boleto,processando
